homework_id,user_id,org_id,class_id,lab_id,project_Id,teacher_id.x,template_id,publish_id,lab_type,chip_id,homework_name,marked_at,submit_at,published_at,checklist_score_full,checklist_score,score.x,quiz,study_num,reference_num,study_dur_guide,study_dur_coding,study_dur_debug,created_at.x,updated_at.x,is_must_report,answer_url,use_way,scene_id,circuit_diagram,id,label,score.y,account,phone,no,user_name,password,role,sex,department,created_at.y,updated_at.y,teacher_id.y,class_name,created_at,updated_at
14,13,1,0,26,67,13,0,0,2,stm32f103c8,54,NA,NA,10/14/2022 16:07,0,0,0,org/1/13/html/ba190ee10f4b12e0674ac2b02765d2cf.html,3,0,0,0,0,10/14/2022 15:02,4/21/2023 10:48,2,NA,1,NA,NA,NA,NA,NA,15108277777,15108277777,,东方闪电,WZFO2cN+9KhT5IEtO8dHRGrzDvZl+tgQIcswjI8YBikvXgFjFatVZQFgt6fpyuoJ,1,,,10/14/2022 14:59,12/22/2022 16:04,NA,NA,NA,NA
15,12,1,3,8,68,2,11,3,10,stm32f103c8,串口发送多字节,NA,NA,NA,1,0,0,45,0,0,0,0,0,10/14/2022 15:46,10/14/2022 15:46,2,NA,1,NA,NA,stm32f103c81.adc1.adc_dma,DMA数据请求,0,15982205728,15982205728,,崔同学,iPK9+g8iwJlYd1bsYIlLEzHNoZj7nUP1FuO+yoAbaNa9wUJFBA++HzDsbx6SZg5c,2,,,10/14/2022 14:57,10/14/2022 15:35,9,"2020级,物联网专业,5班",10/14/2022 14:38,10/14/2022 14:40
16,5,1,7,26,69,13,14,4,10,stm32f103c8,54,NA,10/19/2022 15:57,NA,0,0,0,org/1/13/html/ba190ee10f4b12e0674ac2b02765d2cf.html,0,0,0,0,0,10/14/2022 16:07,10/19/2022 15:57,2,NA,1,NA,NA,NA,NA,NA,15108272222,15108271459,15108272222,张三,WZFO2cN+9KhT5IEtO8dHRGrzDvZl+tgQIcswjI8YBikvXgFjFatVZQFgt6fpyuoJ,2,男,,9/29/2022 15:10,5/30/2023 9:45,NA,NA,NA,NA
17,4,0,0,9,70,4,0,0,1,,流水灯_刘,NA,NA,NA,1,0,0,resource/html/c9265dea3df37891e2adcc6316cb0418.html,0,26,0,0,0,10/14/2022 16:44,5/30/2023 14:27,2,NA,1,NA,NA,NA,NA,NA,15108271111,,,陈利国-1,6yYqXFw5yg5tsHlgY7wmixS3B6sWHFrZFY67G4WzDMnCAfUHBxfbJJ8d3bryISH7,10,,123,9/29/2022 14:53,2/14/2023 14:34,NA,NA,NA,NA
18,4,0,0,9,71,4,0,0,1,,流水灯_刘,NA,NA,NA,0,0,0,resource/html/b778160b70761e5996c3f8fc92ae8862.html,0,26,0,0,0,10/14/2022 16:53,5/30/2023 14:27,2,NA,1,NA,NA,NA,NA,NA,15108271111,,,陈利国-1,6yYqXFw5yg5tsHlgY7wmixS3B6sWHFrZFY67G4WzDMnCAfUHBxfbJJ8d3bryISH7,10,,123,9/29/2022 14:53,2/14/2023 14:34,NA,NA,NA,NA
19,4,0,0,9,72,4,0,0,1,,流水灯3,NA,NA,NA,0,0,0,resource/html/97f1e46f90d94e99fcadb09b83e9bdf2.html,0,26,0,0,0,10/14/2022 16:53,5/30/2023 14:27,2,NA,1,NA,NA,led2.led_breathe,LED灯亮度变化,0,15108271111,,,陈利国-1,6yYqXFw5yg5tsHlgY7wmixS3B6sWHFrZFY67G4WzDMnCAfUHBxfbJJ8d3bryISH7,10,,123,9/29/2022 14:53,2/14/2023 14:34,NA,NA,NA,NA
19,4,0,0,9,72,4,0,0,1,,流水灯3,NA,NA,NA,0,0,0,resource/html/97f1e46f90d94e99fcadb09b83e9bdf2.html,0,26,0,0,0,10/14/2022 16:53,5/30/2023 14:27,2,NA,1,NA,NA,led2.led_flashes,LED灯闪烁,0,15108271111,,,陈利国-1,6yYqXFw5yg5tsHlgY7wmixS3B6sWHFrZFY67G4WzDMnCAfUHBxfbJJ8d3bryISH7,10,,123,9/29/2022 14:53,2/14/2023 14:34,NA,NA,NA,NA
20,4,0,0,9,73,4,0,0,1,,流水灯2,NA,NA,NA,100,0,0,resource/html/2398d8070164fcb256992ecc947b7f4d.html,0,26,0,0,0,10/14/2022 16:54,5/30/2023 14:27,2,NA,1,NA,NA,NA,NA,NA,15108271111,,,陈利国-1,6yYqXFw5yg5tsHlgY7wmixS3B6sWHFrZFY67G4WzDMnCAfUHBxfbJJ8d3bryISH7,10,,123,9/29/2022 14:53,2/14/2023 14:34,NA,NA,NA,NA
21,4,0,0,9,74,4,0,0,1,,流水灯_刘,NA,NA,NA,0,0,0,resource/html/9a65f2a6e825c2d4406718d954f88e15.html,0,26,0,0,0,10/14/2022 16:55,5/30/2023 14:27,2,NA,1,NA,NA,NA,NA,NA,15108271111,,,陈利国-1,6yYqXFw5yg5tsHlgY7wmixS3B6sWHFrZFY67G4WzDMnCAfUHBxfbJJ8d3bryISH7,10,,123,9/29/2022 14:53,2/14/2023 14:34,NA,NA,NA,NA
22,2,1,0,29,75,2,0,0,2,,按时打算打算的,NA,NA,10/18/2022 10:11,0,0,0,org/1/2/html/deddc9f1686f6410e389de6011730bae.html,8,0,0,0,0,10/14/2022 17:00,4/21/2023 10:48,2,NA,1,NA,NA,NA,NA,NA,15108276477,19025252525,,陈利国,WZFO2cN+9KhT5IEtO8dHRGrzDvZl+tgQIcswjI8YBikvXgFjFatVZQFgt6fpyuoJ,1,男,计算机3333,9/29/2022 14:51,5/29/2023 10:13,NA,NA,NA,NA
23,4,0,0,18,76,4,0,0,1,stm32f103c8,45,NA,NA,NA,0,0,0,resource/html/d7ee0022ada545c5823fa1dc6dfff0a3.html,0,0,0,0,0,10/14/2022 17:06,11/8/2022 10:57,2,NA,1,NA,NA,NA,NA,NA,15108271111,,,陈利国-1,6yYqXFw5yg5tsHlgY7wmixS3B6sWHFrZFY67G4WzDMnCAfUHBxfbJJ8d3bryISH7,10,,123,9/29/2022 14:53,2/14/2023 14:34,NA,NA,NA,NA
24,9,1,0,27,78,9,0,0,2,,流水灯1,NA,NA,10/19/2022 19:00,1,0,0,org/1/9/html/c9265dea3df37891e2adcc6316cb0418.html,21,0,0,0,0,10/14/2022 17:15,4/21/2023 17:24,2,NA,1,NA,NA,NA,NA,NA,cuiqiheng,,,崔齐恒,e1ALqQb+WFqw32nTpw3J2C88Kxm9qg91j7zFtWLX0Vn/TuYyR0zs/IfKJ0YxxhZf,1,男,,10/9/2022 16:57,2/1/2023 14:30,NA,NA,NA,NA
25,9,1,0,27,79,9,0,0,2,,流水灯2,NA,NA,10/19/2022 19:00,0,0,0,org/1/9/html/b778160b70761e5996c3f8fc92ae8862.html,12,0,0,0,0,10/14/2022 17:15,4/21/2023 10:48,2,NA,1,NA,NA,NA,NA,NA,cuiqiheng,,,崔齐恒,e1ALqQb+WFqw32nTpw3J2C88Kxm9qg91j7zFtWLX0Vn/TuYyR0zs/IfKJ0YxxhZf,1,男,,10/9/2022 16:57,2/1/2023 14:30,NA,NA,NA,NA
26,9,1,0,27,80,9,0,0,2,,流水灯3,NA,NA,10/19/2022 19:00,0,0,0,org/1/9/html/97f1e46f90d94e99fcadb09b83e9bdf2.html,5,0,0,0,0,10/14/2022 17:15,3/22/2023 16:42,2,NA,1,NA,NA,NA,NA,NA,cuiqiheng,,,崔齐恒,e1ALqQb+WFqw32nTpw3J2C88Kxm9qg91j7zFtWLX0Vn/TuYyR0zs/IfKJ0YxxhZf,1,男,,10/9/2022 16:57,2/1/2023 14:30,NA,NA,NA,NA
27,9,1,0,27,81,9,0,0,2,,流水灯4,NA,NA,10/19/2022 19:00,0,0,0,org/1/9/html/663dd5dd0b8e347416145eccbd830aad.html,6,0,0,0,0,10/14/2022 17:15,4/21/2023 10:48,2,NA,1,NA,NA,NA,NA,NA,cuiqiheng,,,崔齐恒,e1ALqQb+WFqw32nTpw3J2C88Kxm9qg91j7zFtWLX0Vn/TuYyR0zs/IfKJ0YxxhZf,1,男,,10/9/2022 16:57,2/1/2023 14:30,NA,NA,NA,NA
28,9,1,0,27,82,9,0,0,2,,流水灯5,NA,NA,10/19/2022 19:00,0,0,0,org/1/9/html/f5d681999e19d5c5f1b1fa40ee17b5f6.html,7,0,0,0,0,10/14/2022 17:15,3/22/2023 16:42,2,NA,1,NA,NA,NA,NA,NA,cuiqiheng,,,崔齐恒,e1ALqQb+WFqw32nTpw3J2C88Kxm9qg91j7zFtWLX0Vn/TuYyR0zs/IfKJ0YxxhZf,1,男,,10/9/2022 16:57,2/1/2023 14:30,NA,NA,NA,NA
29,12,1,3,27,84,9,24,5,10,,流水灯_刘,NA,10/19/2022 15:07,NA,1,0,0,resource/html/c9265dea3df37891e2adcc6316cb0418.html,0,0,0,0,0,10/17/2022 17:43,10/19/2022 15:07,2,NA,1,NA,NA,NA,NA,NA,15982205728,15982205728,,崔同学,iPK9+g8iwJlYd1bsYIlLEzHNoZj7nUP1FuO+yoAbaNa9wUJFBA++HzDsbx6SZg5c,2,,,10/14/2022 14:57,10/14/2022 15:35,9,"2020级,物联网专业,5班",10/14/2022 14:38,10/14/2022 14:40
30,12,1,3,27,85,9,25,6,10,,流水灯_刘,NA,NA,NA,0,0,0,resource/html/b778160b70761e5996c3f8fc92ae8862.html,0,0,0,0,0,10/17/2022 17:43,10/17/2022 17:43,2,NA,1,NA,NA,NA,NA,NA,15982205728,15982205728,,崔同学,iPK9+g8iwJlYd1bsYIlLEzHNoZj7nUP1FuO+yoAbaNa9wUJFBA++HzDsbx6SZg5c,2,,,10/14/2022 14:57,10/14/2022 15:35,9,"2020级,物联网专业,5班",10/14/2022 14:38,10/14/2022 14:40
31,12,1,3,27,86,9,26,7,10,,流水灯_刘,NA,NA,NA,0,0,0,resource/html/97f1e46f90d94e99fcadb09b83e9bdf2.html,0,0,0,0,0,10/17/2022 17:43,10/17/2022 17:43,2,NA,1,NA,NA,NA,NA,NA,15982205728,15982205728,,崔同学,iPK9+g8iwJlYd1bsYIlLEzHNoZj7nUP1FuO+yoAbaNa9wUJFBA++HzDsbx6SZg5c,2,,,10/14/2022 14:57,10/14/2022 15:35,9,"2020级,物联网专业,5班",10/14/2022 14:38,10/14/2022 14:40
32,12,1,3,27,87,9,27,8,10,,流水灯_刘,NA,NA,NA,0,0,0,resource/html/663dd5dd0b8e347416145eccbd830aad.html,0,0,0,0,0,10/17/2022 17:43,10/17/2022 17:43,2,NA,1,NA,NA,NA,NA,NA,15982205728,15982205728,,崔同学,iPK9+g8iwJlYd1bsYIlLEzHNoZj7nUP1FuO+yoAbaNa9wUJFBA++HzDsbx6SZg5c,2,,,10/14/2022 14:57,10/14/2022 15:35,9,"2020级,物联网专业,5班",10/14/2022 14:38,10/14/2022 14:40
33,12,1,3,27,88,9,28,9,10,,流水灯_刘,NA,NA,NA,0,0,0,resource/html/f5d681999e19d5c5f1b1fa40ee17b5f6.html,0,0,0,0,0,10/17/2022 17:43,10/17/2022 17:43,2,NA,1,NA,NA,NA,NA,NA,15982205728,15982205728,,崔同学,iPK9+g8iwJlYd1bsYIlLEzHNoZj7nUP1FuO+yoAbaNa9wUJFBA++HzDsbx6SZg5c,2,,,10/14/2022 14:57,10/14/2022 15:35,9,"2020级,物联网专业,5班",10/14/2022 14:38,10/14/2022 14:40
34,5,1,7,29,90,2,22,10,10,,按时打算打算的,10/18/2022 10:17,10/18/2022 10:16,NA,0,0,100,org/1/2/html/deddc9f1686f6410e389de6011730bae.html,0,0,0,0,0,10/18/2022 10:11,10/18/2022 10:17,2,NA,1,NA,NA,NA,NA,NA,15108272222,15108271459,15108272222,张三,WZFO2cN+9KhT5IEtO8dHRGrzDvZl+tgQIcswjI8YBikvXgFjFatVZQFgt6fpyuoJ,2,男,,9/29/2022 15:10,5/30/2023 9:45,NA,NA,NA,NA
35,2,1,0,30,92,2,0,0,2,,5班,NA,NA,10/18/2022 14:15,0,0,0,org/1/2/html/bd71c7066837ee0c37d4a738d5cf0ddb.html,8,0,0,0,0,10/18/2022 10:13,10/28/2022 17:26,2,NA,1,NA,NA,NA,NA,NA,15108276477,19025252525,,陈利国,WZFO2cN+9KhT5IEtO8dHRGrzDvZl+tgQIcswjI8YBikvXgFjFatVZQFgt6fpyuoJ,1,男,计算机3333,9/29/2022 14:51,5/29/2023 10:13,NA,NA,NA,NA
36,12,1,3,30,93,2,35,11,10,,5班,NA,NA,NA,0,0,0,org/1/2/html/bd71c7066837ee0c37d4a738d5cf0ddb.html,0,0,0,0,0,10/18/2022 10:14,10/18/2022 10:14,2,NA,1,NA,NA,NA,NA,NA,15982205728,15982205728,,崔同学,iPK9+g8iwJlYd1bsYIlLEzHNoZj7nUP1FuO+yoAbaNa9wUJFBA++HzDsbx6SZg5c,2,,,10/14/2022 14:57,10/14/2022 15:35,9,"2020级,物联网专业,5班",10/14/2022 14:38,10/14/2022 14:40
37,5,1,9,30,95,2,35,12,10,,5班,NA,NA,NA,0,0,0,org/1/2/html/bd71c7066837ee0c37d4a738d5cf0ddb.html,0,0,0,0,0,10/18/2022 14:15,10/18/2022 16:50,2,NA,1,NA,NA,NA,NA,NA,15108272222,15108271459,15108272222,张三,WZFO2cN+9KhT5IEtO8dHRGrzDvZl+tgQIcswjI8YBikvXgFjFatVZQFgt6fpyuoJ,2,男,,9/29/2022 15:10,5/30/2023 9:45,2,"2019级,修仙,2班",10/18/2022 14:14,10/18/2022 17:37
38,6,1,9,30,96,2,35,12,10,,5班,NA,NA,NA,0,0,0,org/1/2/html/bd71c7066837ee0c37d4a738d5cf0ddb.html,0,0,0,0,0,10/18/2022 14:15,10/19/2022 16:33,2,NA,1,NA,NA,NA,NA,NA,15108273333,15108273333,15108273333,李四,6yYqXFw5yg5tsHlgY7wmixS3B6sWHFrZFY67G4WzDMnCAfUHBxfbJJ8d3bryISH7,2,男,,10/8/2022 11:28,10/18/2022 14:15,2,"2019级,修仙,2班",10/18/2022 14:14,10/18/2022 17:37
39,2,1,0,0,98,2,0,0,2,,苟富贵,NA,NA,10/18/2022 14:17,0,0,0,org/1/2/html/28d022da6a8d685454e2c0dcfb047a56.html,0,0,0,0,0,10/18/2022 14:16,10/18/2022 14:17,2,NA,1,NA,NA,NA,NA,NA,15108276477,19025252525,,陈利国,WZFO2cN+9KhT5IEtO8dHRGrzDvZl+tgQIcswjI8YBikvXgFjFatVZQFgt6fpyuoJ,1,男,计算机3333,9/29/2022 14:51,5/29/2023 10:13,NA,NA,NA,NA
40,5,1,9,0,99,2,39,13,10,,苟富贵,10/19/2022 10:12,10/18/2022 14:19,NA,0,0,300,org/1/2/html/28d022da6a8d685454e2c0dcfb047a56.html,0,0,0,0,0,10/18/2022 14:17,10/19/2022 10:12,2,NA,1,NA,NA,NA,NA,NA,15108272222,15108271459,15108272222,张三,WZFO2cN+9KhT5IEtO8dHRGrzDvZl+tgQIcswjI8YBikvXgFjFatVZQFgt6fpyuoJ,2,男,,9/29/2022 15:10,5/30/2023 9:45,2,"2019级,修仙,2班",10/18/2022 14:14,10/18/2022 17:37
41,6,1,9,0,100,2,39,13,10,,苟富贵,NA,NA,NA,0,0,0,org/1/2/html/28d022da6a8d685454e2c0dcfb047a56.html,0,0,0,0,0,10/18/2022 14:17,10/18/2022 14:17,2,NA,1,NA,NA,NA,NA,NA,15108273333,15108273333,15108273333,李四,6yYqXFw5yg5tsHlgY7wmixS3B6sWHFrZFY67G4WzDMnCAfUHBxfbJJ8d3bryISH7,2,男,,10/8/2022 11:28,10/18/2022 14:15,2,"2019级,修仙,2班",10/18/2022 14:14,10/18/2022 17:37
42,2,1,0,0,102,2,0,0,2,,苟富贵,NA,NA,NA,0,0,0,org/1/2/html/28d022da6a8d685454e2c0dcfb047a56.html,0,0,0,0,0,10/18/2022 16:11,11/28/2022 15:19,2,NA,1,NA,NA,NA,NA,NA,15108276477,19025252525,,陈利国,WZFO2cN+9KhT5IEtO8dHRGrzDvZl+tgQIcswjI8YBikvXgFjFatVZQFgt6fpyuoJ,1,男,计算机3333,9/29/2022 14:51,5/29/2023 10:13,NA,NA,NA,NA
43,2,1,0,0,103,2,0,0,2,,苟富贵,NA,NA,4/14/2023 9:46,0,0,0,org/1/2/html/28d022da6a8d685454e2c0dcfb047a56.html,0,0,0,0,0,10/18/2022 16:12,4/14/2023 9:46,2,NA,1,NA,NA,NA,NA,NA,15108276477,19025252525,,陈利国,WZFO2cN+9KhT5IEtO8dHRGrzDvZl+tgQIcswjI8YBikvXgFjFatVZQFgt6fpyuoJ,1,男,计算机3333,9/29/2022 14:51,5/29/2023 10:13,NA,NA,NA,NA
45,2,1,0,38,110,2,0,0,2,,流水灯_刘,NA,NA,NA,1,0,0,resource/html/c9265dea3df37891e2adcc6316cb0418.html,0,0,0,0,0,10/18/2022 17:16,10/18/2022 17:16,2,NA,1,NA,NA,NA,NA,NA,15108276477,19025252525,,陈利国,WZFO2cN+9KhT5IEtO8dHRGrzDvZl+tgQIcswjI8YBikvXgFjFatVZQFgt6fpyuoJ,1,男,计算机3333,9/29/2022 14:51,5/29/2023 10:13,NA,NA,NA,NA
46,2,1,0,38,111,2,0,0,2,,流水灯_刘,NA,NA,NA,0,0,0,resource/html/b778160b70761e5996c3f8fc92ae8862.html,0,0,0,0,0,10/18/2022 17:16,10/18/2022 17:16,2,NA,1,NA,NA,NA,NA,NA,15108276477,19025252525,,陈利国,WZFO2cN+9KhT5IEtO8dHRGrzDvZl+tgQIcswjI8YBikvXgFjFatVZQFgt6fpyuoJ,1,男,计算机3333,9/29/2022 14:51,5/29/2023 10:13,NA,NA,NA,NA
47,2,1,0,38,112,2,0,0,2,,流水灯3,NA,NA,NA,0,0,0,resource/html/97f1e46f90d94e99fcadb09b83e9bdf2.html,0,0,0,0,0,10/18/2022 17:16,10/18/2022 17:16,2,NA,1,NA,NA,NA,NA,NA,15108276477,19025252525,,陈利国,WZFO2cN+9KhT5IEtO8dHRGrzDvZl+tgQIcswjI8YBikvXgFjFatVZQFgt6fpyuoJ,1,男,计算机3333,9/29/2022 14:51,5/29/2023 10:13,NA,NA,NA,NA
48,2,1,0,38,113,2,0,0,2,,流水灯2,NA,NA,NA,100,0,0,resource/html/2398d8070164fcb256992ecc947b7f4d.html,0,0,0,0,0,10/18/2022 17:16,10/18/2022 17:16,2,NA,1,NA,NA,NA,NA,NA,15108276477,19025252525,,陈利国,WZFO2cN+9KhT5IEtO8dHRGrzDvZl+tgQIcswjI8YBikvXgFjFatVZQFgt6fpyuoJ,1,男,计算机3333,9/29/2022 14:51,5/29/2023 10:13,NA,NA,NA,NA
49,2,1,0,38,114,2,0,0,2,,流水灯_刘,NA,NA,NA,0,0,0,resource/html/f5d681999e19d5c5f1b1fa40ee17b5f6.html,0,0,0,0,0,10/18/2022 17:16,10/18/2022 17:16,2,NA,1,NA,NA,NA,NA,NA,15108276477,19025252525,,陈利国,WZFO2cN+9KhT5IEtO8dHRGrzDvZl+tgQIcswjI8YBikvXgFjFatVZQFgt6fpyuoJ,1,男,计算机3333,9/29/2022 14:51,5/29/2023 10:13,NA,NA,NA,NA
50,2,1,0,39,116,2,0,0,2,,流水灯_刘,NA,NA,NA,1,0,0,resource/html/c9265dea3df37891e2adcc6316cb0418.html,0,0,0,0,0,10/18/2022 17:16,10/18/2022 17:16,2,NA,1,NA,NA,NA,NA,NA,15108276477,19025252525,,陈利国,WZFO2cN+9KhT5IEtO8dHRGrzDvZl+tgQIcswjI8YBikvXgFjFatVZQFgt6fpyuoJ,1,男,计算机3333,9/29/2022 14:51,5/29/2023 10:13,NA,NA,NA,NA
51,2,1,0,39,117,2,0,0,2,,流水灯_刘,NA,NA,NA,0,0,0,resource/html/b778160b70761e5996c3f8fc92ae8862.html,0,0,0,0,0,10/18/2022 17:16,10/18/2022 17:16,2,NA,1,NA,NA,NA,NA,NA,15108276477,19025252525,,陈利国,WZFO2cN+9KhT5IEtO8dHRGrzDvZl+tgQIcswjI8YBikvXgFjFatVZQFgt6fpyuoJ,1,男,计算机3333,9/29/2022 14:51,5/29/2023 10:13,NA,NA,NA,NA
52,2,1,0,39,118,2,0,0,2,,流水灯3,NA,NA,NA,0,0,0,resource/html/97f1e46f90d94e99fcadb09b83e9bdf2.html,0,0,0,0,0,10/18/2022 17:16,10/18/2022 17:16,2,NA,1,NA,NA,NA,NA,NA,15108276477,19025252525,,陈利国,WZFO2cN+9KhT5IEtO8dHRGrzDvZl+tgQIcswjI8YBikvXgFjFatVZQFgt6fpyuoJ,1,男,计算机3333,9/29/2022 14:51,5/29/2023 10:13,NA,NA,NA,NA
53,2,1,0,39,119,2,0,0,2,,流水灯2,NA,NA,NA,100,0,0,resource/html/2398d8070164fcb256992ecc947b7f4d.html,0,0,0,0,0,10/18/2022 17:16,10/18/2022 17:16,2,NA,1,NA,NA,NA,NA,NA,15108276477,19025252525,,陈利国,WZFO2cN+9KhT5IEtO8dHRGrzDvZl+tgQIcswjI8YBikvXgFjFatVZQFgt6fpyuoJ,1,男,计算机3333,9/29/2022 14:51,5/29/2023 10:13,NA,NA,NA,NA
54,2,1,0,39,120,2,0,0,2,,流水灯_刘,NA,NA,NA,0,0,0,resource/html/f5d681999e19d5c5f1b1fa40ee17b5f6.html,0,0,0,0,0,10/18/2022 17:16,10/18/2022 17:16,2,NA,1,NA,NA,NA,NA,NA,15108276477,19025252525,,陈利国,WZFO2cN+9KhT5IEtO8dHRGrzDvZl+tgQIcswjI8YBikvXgFjFatVZQFgt6fpyuoJ,1,男,计算机3333,9/29/2022 14:51,5/29/2023 10:13,NA,NA,NA,NA
55,2,1,0,40,122,2,0,0,2,,流水灯_刘,NA,NA,NA,1,0,0,resource/html/c9265dea3df37891e2adcc6316cb0418.html,0,0,0,0,0,10/18/2022 17:16,10/18/2022 17:16,2,NA,1,NA,NA,NA,NA,NA,15108276477,19025252525,,陈利国,WZFO2cN+9KhT5IEtO8dHRGrzDvZl+tgQIcswjI8YBikvXgFjFatVZQFgt6fpyuoJ,1,男,计算机3333,9/29/2022 14:51,5/29/2023 10:13,NA,NA,NA,NA
